species_common_name,species_scientific_name,species_abbreviation,lat,count
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.083333333333336,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,4
All dark petrel ,NA,DRKPUN,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,3
Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,-33,42
All dark petrel ,NA,DRKPUN,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,3
Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.03333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.03333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.03333333333333,3
Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,-33.03333333333333,20
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-32,2
Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,-32,50
Pomarine skua  LGHT,Stercorarius pomarinus  ,STEPOM,-32,1
Pomarine skua ,Stercorarius pomarinus ,STEPOM,-32,1
Crested tern ,Sterna bergii ,STEBER,-32,20
Tern ,Sterna sp.,STENSP,-32,200
Common tern,Sterna hirundo,STEHIR,-32,30
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-32,1
Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,-32,30
Crested tern ,Sterna bergii ,STEBER,-32,9
Common tern ,Sterna hirundo ,STEHIR,-32,3
Common tern ,Sterna hirundo ,STEHIR,-32,30
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-32,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-32,1
Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,-32,10
Pomarine skua ,Stercorarius pomarinus ,STEPOM,-32,2
Pomarine skua ,Stercorarius pomarinus ,STEPOM,-32,4
Tern ,Sterna sp.,STENSP,-32,50
Pomarine skua ,Stercorarius pomarinus ,STEPOM,-32,NA
Jaeger ,Stercorarius sp,STECSP,-32,NA
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,4
Providence petrel,Pterodroma solandri,PTESOL,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,5
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33,1
Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,-33,250
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.166666666666664,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.166666666666664,3
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33.166666666666664,1
Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,-33.166666666666664,300
Sooty tern ,Onychoprion fuscatus ,ONYFUS,-33.166666666666664,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,3
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33,2
Sooty tern,Onychoprion fuscatus,ONYFUS,-33.4,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,3
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,4
Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,-33,1
Sooty tern ,Onychoprion fuscatus ,ONYFUS,-33,31
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,4
Gould's petrel,Pterodroma leucoptera,PTELEU,-33,1
All dark petrel ,NA,DRKPUN,-33,5
Storm-petrel ,NA,STPEUN,-33,1
Sooty tern ,Onychoprion fuscatus ,ONYFUS,-33,5
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.46666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.46666666666667,4
All dark shearwater ,NA,PUFSPDRK,-33.46666666666667,1
Sooty tern ,Onychoprion fuscatus ,ONYFUS,-33.46666666666667,15
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Sooty tern ,Onychoprion fuscatus ,ONYFUS,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,2
Sooty tern ,Onychoprion fuscatus ,ONYFUS,-33,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
All dark shearwater ,NA,PUFSPDRK,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33,1
Cape petrel,Daption capense,DAPCAP,-33,3
All dark petrel ,NA,DRKPUN,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Jaeger ,Stercorarius sp,STECSP,-33,1
Tern ,Sterna sp.,STENSP,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Cape petrel,Daption capense,DAPCAP,-33,1
Sooty shearwater,Puffinus griseus,PUFGRI,-33,1
All dark petrel ,NA,DRKPUN,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.85,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.85,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.85,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.85,1
Cape petrel,Daption capense,DAPCAP,-33.85,1
Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,-33.85,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Cape petrel,Daption capense,DAPCAP,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Cape petrel,Daption capense,DAPCAP,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,3
Cape petrel,Daption capense,DAPCAP,-33,1
Gadfly petrel ,Pterodroma sp.,PTESP,-33,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
All dark shearwater ,NA,PUFSPDRK,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.25,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.25,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.25,3
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34.25,1
Giant petrel ,Macronectes sp.,MACSP,-34.25,7
Cape petrel,Daption capense,DAPCAP,-34.25,6
Buller's shearwater,Puffinus bulleri,PUFBUL,-34.25,200
Sooty shearwater,Puffinus griseus,PUFGRI,-34.25,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34,1
Giant petrel ,Macronectes sp.,MACSP,-34,4
Cape petrel,Daption capense,DAPCAP,-34,7
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.266666666666666,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.266666666666666,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.266666666666666,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34.266666666666666,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34.266666666666666,1
Giant petrel ,Macronectes sp.,MACSP,-34.266666666666666,7
Cape petrel,Daption capense,DAPCAP,-34.266666666666666,5
Diving-petrel ,Pelecanoides sp.,PELSP,-34.266666666666666,1
Red-billed gull ,Larus novaehollandiae ,LARNOV,-34.266666666666666,4
Giant petrel ,Macronectes sp.,MACSP,-34.31666666666667,4
Cape petrel,Daption capense,DAPCAP,-34.31666666666667,1
Fluttering shearwater,Puffinus gavia,PUFGAV,-34.31666666666667,11
Little shearwater,Puffinus assimilis,PUFASS,-34.31666666666667,1
Diving-petrel ,Pelecanoides sp.,PELSP,-34.31666666666667,1
Giant petrel ,Macronectes sp.,MACSP,-34.333333333333336,3
Cape petrel,Daption capense,DAPCAP,-34.333333333333336,4
Prion ,Pachyptila sp,PACSP,-34.333333333333336,4
Buller's shearwater,Puffinus bulleri,PUFBUL,-34.333333333333336,1
Little shearwater,Puffinus assimilis,PUFASS,-34.333333333333336,3
Southern black-backed gull ,Larus dominicanus ,LARDOM,-34.333333333333336,10
Red-billed gull ,Larus novaehollandiae ,LARNOV,-34.333333333333336,9
Giant petrel ,Macronectes sp.,MACSP,-34.333333333333336,3
Prion ,Pachyptila sp,PACSP,-34.333333333333336,36
Fluttering shearwater,Puffinus gavia,PUFGAV,-34.333333333333336,13
Southern black-backed gull ,Larus dominicanus ,LARDOM,-34.333333333333336,5
Red-billed gull ,Larus novaehollandiae ,LARNOV,-34.333333333333336,7
Giant petrel ,Macronectes sp.,MACSP,-34.36666666666667,2
Cape petrel,Daption capense,DAPCAP,-34.36666666666667,1
Prion ,Pachyptila sp,PACSP,-34.36666666666667,54
Flesh-footed shearwater,Puffinus carneipes,PUFCAR,-34.36666666666667,2
Buller's shearwater,Puffinus bulleri,PUFBUL,-34.36666666666667,41
Australasian gannet ,Morus serrator ,MORSER,-34.36666666666667,11
Southern black-backed gull ,Larus dominicanus ,LARDOM,-34.36666666666667,4
Red-billed gull ,Larus novaehollandiae ,LARNOV,-34.36666666666667,5
Giant petrel ,Macronectes sp.,MACSP,-34.36666666666667,4
Prion ,Pachyptila sp,PACSP,-34.36666666666667,9
Flesh-footed shearwater,Puffinus carneipes,PUFCAR,-34.36666666666667,3
Buller's shearwater,Puffinus bulleri,PUFBUL,-34.36666666666667,52
Little shearwater,Puffinus assimilis,PUFASS,-34.36666666666667,1
Southern black-backed gull ,Larus dominicanus ,LARDOM,-34.36666666666667,1
Red-billed gull ,Larus novaehollandiae ,LARNOV,-34.36666666666667,6
Giant petrel ,Macronectes sp.,MACSP,-34,4
Prion ,Pachyptila sp,PACSP,-34,5
Flesh-footed shearwater,Puffinus carneipes,PUFCAR,-34,5
Buller's shearwater,Puffinus bulleri,PUFBUL,-34,29
Red-billed gull ,Larus novaehollandiae ,LARNOV,-34,3
Giant petrel ,Macronectes sp.,MACSP,-34.45,2
Prion ,Pachyptila sp,PACSP,-34.45,3
Australasian gannet ,Morus serrator ,MORSER,-34.45,1
Southern black-backed gull ,Larus dominicanus ,LARDOM,-34.45,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.56666666666667,1
Giant petrel ,Macronectes sp.,MACSP,-34.56666666666667,2
Prion ,Pachyptila sp,PACSP,-34.56666666666667,2
Flesh-footed shearwater,Puffinus carneipes,PUFCAR,-34.56666666666667,1
Buller's shearwater,Puffinus bulleri,PUFBUL,-34.56666666666667,1
Giant petrel ,Macronectes sp.,MACSP,-36.95,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-36.95,7
Flesh-footed shearwater,Puffinus carneipes,PUFCAR,-36.95,2
Fluttering shearwater,Puffinus gavia,PUFGAV,-36.95,12
Little shearwater,Puffinus assimilis,PUFASS,-36.95,9
White-faced storm petrel,Pelagodroma marina,PELMAR,-36.95,5
Giant petrel ,Macronectes sp.,MACSP,-37,2
Fluttering shearwater,Puffinus gavia,PUFGAV,-37,9
Southern black-backed gull ,Larus dominicanus ,LARDOM,-37,35
Southern black-backed gull ,Larus dominicanus ,LARDOM,-37,4
Giant petrel ,Macronectes sp.,MACSP,-37.416666666666664,2
Fluttering shearwater,Puffinus gavia,PUFGAV,-37.416666666666664,20
Little shearwater,Puffinus assimilis,PUFASS,-37.416666666666664,2
Southern black-backed gull ,Larus dominicanus ,LARDOM,-37.416666666666664,30
Southern black-backed gull ,Larus dominicanus ,LARDOM,-37.416666666666664,3
Giant petrel ,Macronectes sp.,MACSP,-37,1
Flesh-footed shearwater,Puffinus carneipes,PUFCAR,-37,32
Fluttering shearwater,Puffinus gavia,PUFGAV,-37,27
Southern black-backed gull ,Larus dominicanus ,LARDOM,-37,25
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33,7
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Gould's petrel,Pterodroma leucoptera,PTELEU,-33,3
Wedge-tailed shearwater,Puffinus pacificus,PUFPAC,-33,1
Black-winged petrel,Pterodroma nigripennis,PTENIG,-33,2
Kermadec petrel ,Pterodroma neglecta ,PTENEG,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33,3
Black-winged petrel,Pterodroma nigripennis,PTENIG,-33,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33,4
Gould's petrel,Pterodroma leucoptera,PTELEU,-33,3
Black-winged petrel,Pterodroma nigripennis,PTENIG,-33,7
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33,8
Gould's petrel,Pterodroma leucoptera,PTELEU,-33,10
Sooty tern,Onychoprion fuscatus,ONYFUS,-33,6
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,3
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.05,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.05,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33,1
Black-winged petrel,Pterodroma nigripennis,PTENIG,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.18333333333333,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.18333333333333,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.18333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.18333333333333,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33.18333333333333,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.233333333333334,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.233333333333334,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.233333333333334,1
All dark petrel ,NA,DRKPUN,-33.233333333333334,3
Masked booby ,Sula dactylatra ,SULDAC,-33.233333333333334,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.31666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.31666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.31666666666667,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33.31666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Flesh-footed shearwater,Puffinus carneipes,PUFCAR,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.916666666666664,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.916666666666664,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.916666666666664,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.56666666666667,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.56666666666667,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.56666666666667,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33.56666666666667,1
Australasian gannet ,Morus serrator ,MORSER,-33.56666666666667,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,2
Giant petrel ,Macronectes sp.,MACSP,-34.55,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.93333333333333,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34.93333333333333,1
Giant petrel ,Macronectes sp.,MACSP,-34.93333333333333,3
Flesh-footed shearwater,Puffinus carneipes,PUFCAR,-34.93333333333333,1
White-faced storm petrel,Pelagodroma marina,PELMAR,-34.93333333333333,2
Southern black-backed gull ,Larus dominicanus ,LARDOM,-34.93333333333333,3
Flesh-footed shearwater,Puffinus carneipes,PUFCAR,-35,10
Buller's shearwater,Puffinus bulleri,PUFBUL,-35,5
Southern black-backed gull ,Larus dominicanus ,LARDOM,-35,3
Giant petrel ,Macronectes sp.,MACSP,-35.36666666666667,3
Flesh-footed shearwater,Puffinus carneipes,PUFCAR,-35.36666666666667,2
Buller's shearwater,Puffinus bulleri,PUFBUL,-35.36666666666667,2
Southern black-backed gull ,Larus dominicanus ,LARDOM,-35.36666666666667,1
Giant petrel ,Macronectes sp.,MACSP,-35,3
Flesh-footed shearwater,Puffinus carneipes,PUFCAR,-35,2
Buller's shearwater,Puffinus bulleri,PUFBUL,-35,5
White-faced storm petrel,Pelagodroma marina,PELMAR,-35,4
Australasian gannet ,Morus serrator ,MORSER,-35,30
Southern black-backed gull ,Larus dominicanus ,LARDOM,-35,3
Prion ,Pachyptila sp,PACSP,-35,50
Flesh-footed shearwater,Puffinus carneipes,PUFCAR,-35,5
Buller's shearwater,Puffinus bulleri,PUFBUL,-35,6000
Australasian gannet ,Morus serrator ,MORSER,-35,2
Grey noddy,Procelsterna cerulea,PROCER,-35,11
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40,1
Shy / White-capped mollymawk,Thallassarche cauta cauta ,THACAUCAUSTE,-40,6
Prion ,Pachyptila sp,PACSP,-40,1
Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,-40,1000
White-faced storm petrel,Pelagodroma marina,PELMAR,-40,2
Red-billed gull,Larus novaehollandiae,LARNOV,-40,10
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-45,3
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-45,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-45,1
Cape petrel,Daption capense,DAPCAP,-45,2
White-headed petrel,Pterodroma lessonii,PTELES,-45,1
Gadfly petrel ,Pterodroma sp.,PTESP,-45,1
Prion ,Pachyptila sp,PACSP,-45,8
White-chinned petrel,Procellaria aequinoctialis,PROAEQ,-45,1
Sooty shearwater,Puffinus griseus,PUFGRI,-45,2
Black / White-bellied storm-petrel,Fregetta grallaria ,FREGRATRO,-45,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-45,3
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-45,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-45,1
Northern giant petrel,Macronectes halli,MACHAL,-45,1
Cape petrel,Daption capense,DAPCAP,-45,2
Prion ,Pachyptila sp,PACSP,-45,5
White-chinned petrel,Procellaria aequinoctialis,PROAEQ,-45,1
Sooty shearwater,Puffinus griseus,PUFGRI,-45,1
Black / White-bellied storm-petrel,Fregetta grallaria ,FREGRATRO,-45,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-45,3
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-45,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-45,1
Cape petrel,Daption capense,DAPCAP,-45,1
Prion ,Pachyptila sp,PACSP,-45,2
White-chinned petrel,Procellaria aequinoctialis,PROAEQ,-45,2
Sooty shearwater,Puffinus griseus,PUFGRI,-45,2
White-chinned petrel,Procellaria aequinoctialis,PROAEQ,-48,2
